area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
2951,"[[520, 61], [561, 247]]","[0.9647887323943662, 0.15364583333333334]",559.0,"[0.38747946616899465, 0.6132387598473114]",9245426.034972854,1752113.6514084386,76073206.42173316,-0.12192297247104247,svar
5315,"[[0, 27], [101, 105]]","[0.08626760563380281, 0.08333333333333333]",387.0,"[0.481786656337041, 0.46782095097467163]",9412555.660651421,16264293.910394158,8952973.409722183,0.6001730272543249,mod
1113,"[[107, 82], [147, 120]]","[0.22359154929577466, 0.13020833333333334]",164.0,"[0.4787324962198409, 0.44972009122952517]",368835.14142275514,540208.4804385296,440562.2762858048,0.7182633826005469,mod
771,"[[125, 162], [157, 202]]","[0.24295774647887325, 0.23697916666666666]",148.0,"[0.3802617615847188, 0.4817943121065452]",178470.3711212588,159551.278553362,369604.9132690418,-0.5194440466199801,mod
4465,"[[148, 218], [221, 295]]","[0.3257042253521127, 0.3333333333333333]",228.0,"[0.4956175660542962, 0.4819163292847503]",6267538.869718312,7399329.968015388,7922987.777777631,-0.7645226047095632,mod
929,"[[188, 95], [225, 133]]","[0.3626760563380282, 0.14973958333333334]",119.0,"[0.4684153872301853, 0.5013662333360934]",339859.34685391,353445.77247817925,427319.7909223757,-0.7312690099387703,mod
840,"[[222, 158], [264, 201]]","[0.4242957746478873, 0.23046875]",166.0,"[0.4416112956810631, 0.427245670995671]",244625.8794014084,414418.3387968653,383818.9532470703,0.7541672272865267,mod
7173,"[[232, 391], [317, 547]]","[0.4876760563380282, 0.5989583333333334]",585.0,"[0.539002925140413, 0.4545514321260666]",22682913.72944175,18241532.227292605,48455324.47965616,-0.4916265477287469,mod
1236,"[[237, 0], [295, 36]]","[0.4753521126760563, 0.022135416666666668]",251.0,"[0.5605755082020819, 0.44714087077431125]",728099.128099325,1516513.3191331113,450988.47151014354,0.4695497314283154,mod
4549,"[[296, 219], [361, 307]]","[0.579225352112676, 0.3411458333333333]",252.0,"[0.4954435540278582, 0.48513687413704953]",5896089.393187903,5938020.814833985,10654395.46167683,-0.5951631368985795,mod
540,"[[324, 443], [341, 500]]","[0.5845070422535211, 0.6223958333333334]",126.0,"[0.43405349794238685, 0.6078544061302682]",141642.71607247656,37103.419757984586,743252.8395996097,-0.19075697172376713,mod
2947,"[[344, 328], [407, 406]]","[0.6566901408450704, 0.4778645833333333]",224.0,"[0.4496957683175034, 0.49564175669408994]",3389354.288594848,2902714.5512423296,5454037.415805394,-0.6054112383075172,mod
501,"[[378, 422], [397, 459]]","[0.6830985915492958, 0.5755208333333334]",94.0,"[0.49590818363273453, 0.5252652589557727]",93969.21293647304,52486.14466375719,234825.5266723636,-0.400259104284604,mod
282,"[[416, 0], [449, 27]]","[0.7517605633802817, 0.014322916666666666]",178.0,"[0.3259113504556752, 0.4117203219315896]",27972.719639451287,42665.91989436618,54652.27180311428,-0.6798682150932842,mod
686,"[[421, 259], [453, 287]]","[0.7676056338028169, 0.3567708333333333]",134.0,"[0.4630709426627794, 0.5290539861264703]",155945.78953931923,193699.58411029476,188704.29176161048,0.7773907889999628,mod
581,"[[442, 311], [468, 342]]","[0.7992957746478874, 0.42578125]",106.0,"[0.4508828966660292, 0.49316910499139416]",111041.43517550627,99105.3476120808,172742.35273742676,-0.6253148018476249,mod
101299,"[[0, 192], [537, 761]]","[0.3626760563380282, 0.7578125]",10668.0,"[0.41527512723718235, 0.6135017526894717]",10254556897.182457,8871426869.582514,18120393803.671814,-0.5735685899296494,mod
289668,"[[0, 1], [561, 761]]","[0.5440140845070423, 0.4153645833333333]",12117.0,"[0.39416559362879444, 0.6669480468445247]",16400178351.801838,9794510696.513222,40191741395.37648,-0.41170272443088185,mod
2175,"[[522, 531], [561, 600]]","[0.9577464788732394, 0.734375]",175.0,"[0.5424022988505748, 0.4778062397372742]",1570583.1283010547,1164033.883158102,3007381.3044433594,-0.5200564760182188,mod
709,"[[538, 701], [561, 761]]","[0.9753521126760564, 0.96484375]",152.0,"[0.6563822284908322, 0.6543041457605956]",376142.359306228,177528.06453332727,1239983.727859497,-0.30805819145463786,mod
2377,"[[0, 0], [48, 110]]","[0.040492957746478875, 0.0703125]",547.0,"[0.47806122448979593, 0.4794437294437294]",3594945.047095072,1711620.4524152016,9788313.239746094,-0.36368776662475344,let
371,"[[14, 126], [47, 162]]","[0.05985915492957746, 0.19140625]",166.0,"[0.5735294117647058, 0.5562104657849338]",133564.72722271126,168449.57260464216,188257.5721435547,-0.7483902365354222,let
1555,"[[0, 185], [70, 245]]","[0.05985915492957746, 0.28125]",258.0,"[0.4685624860272748, 0.512256049960968]",1890719.891175176,2227751.7631298383,1820012.1474609375,0.7316923835952265,let
267,"[[54, 661], [68, 729]]","[0.11267605633802817, 0.8984375]",171.0,"[0.6735294117647059, 0.4182651321398124]",85937.12191901408,30612.185677444984,315672.0869140625,-0.27128952264832185,let
958,"[[75, 103], [121, 155]]","[0.1619718309859155, 0.17317708333333334]",237.0,"[0.36554703531698884, 0.545235130734604]",430355.5870836996,379084.7427593719,958264.9154476653,-0.48924232394256517,let
4471,"[[29, 0], [225, 66]]","[0.2482394366197183, 0.03125]",1606.0,"[0.5353583960753586, 0.381113517980567]",12409651.709507,65139770.45139833,4495672.34375,0.1942324845530135,let
381,"[[99, 203], [119, 227]]","[0.19190140845070422, 0.2799479166666667]",75.0,"[0.4728158980127484, 0.4848293963254593]",45181.2245612346,46447.1047070273,67712.26033020028,-0.6698349885985883,let
633,"[[123, 350], [187, 391]]","[0.26936619718309857, 0.4856770833333333]",452.0,"[0.52052174578281, 0.4883971490137577]",1365885.9953028713,2981492.562323326,1130374.0284339117,0.48762255970263807,let
938,"[[210, 105], [261, 146]]","[0.4102112676056338, 0.16276041666666666]",140.0,"[0.44255371494177465, 0.4746420956442279]",517507.73980798846,629232.1994953887,468624.93445163226,0.7084251637898713,let
319,"[[315, 80], [344, 99]]","[0.5862676056338029, 0.1171875]",156.0,"[0.36429418742586, 0.4265124555160142]",25777.13934584067,47378.72679341891,31453.062072753906,0.6355924112909447,let
224,"[[341, 209], [357, 244]]","[0.6144366197183099, 0.296875]",189.0,"[0.4824135839902971, 0.469430126002291]",55796.2582526408,33626.207907657204,147445.9775390625,-0.3877588437769513,let
120911,"[[0, 0], [561, 689]]","[0.44190140845070425, 0.4270833333333333]",12786.0,"[0.4240203194955189, 0.4440713766498206]",8045750923.142074,10213082538.050144,16480906286.555693,-0.5996822000317149,let
327,"[[394, 160], [422, 188]]","[0.7183098591549296, 0.22916666666666666]",183.0,"[0.49047363477794176, 0.438950758083993]",101045.27200704225,136759.0813330689,117643.1189236109,0.7382429304437661,let
290962,"[[0, 1], [561, 761]]","[0.5299295774647887, 0.5403645833333334]",12445.0,"[0.42332148032228667, 0.4036478680504767]",8013423121.388388,10149208376.186962,16469690085.150822,-0.5975770925170918,let
912,"[[195, 428], [226, 481]]","[0.36795774647887325, 0.5924479166666666]",133.0,"[0.43003015350877194, 0.5029442820012995]",365531.6453931925,210575.7388910931,789342.4221191425,-0.45057522422993157,mod
3618,"[[209, 345], [268, 425]]","[0.42077464788732394, 0.5026041666666666]",205.0,"[0.4966325778514833, 0.506363927959653]",4426061.460121407,3904362.9835907696,7361131.060994363,-0.5992524782390399,mod
588,"[[252, 640], [290, 697]]","[0.4753521126760563, 0.86328125]",181.0,"[0.4577882435025292, 0.38957307060755336]",263963.0384573064,224020.37130529663,381911.1002807617,-0.6400931102042753,mod
779,"[[272, 85], [298, 124]]","[0.5, 0.13802083333333334]",103.0,"[0.446203584842866, 0.5306482670089859]",206586.93359374994,138592.75,424331.4907972538,-0.48287518444694894,mod
1150,"[[277, 377], [339, 438]]","[0.5387323943661971, 0.53125]",362.0,"[0.49555603728593106, 0.4492388271574722]",1223866.4724911978,1632437.0054304665,1368051.599609375,0.7316005507166048,mod
4579,"[[280, 295], [349, 389]]","[0.5563380281690141, 0.4388020833333333]",304.0,"[0.5116198142040125, 0.4565513550875706]",7581405.708085757,7311128.501934026,11270822.90888307,-0.6576779719383102,mod
2943,"[[286, 181], [347, 250]]","[0.5598591549295775, 0.2799479166666667]",197.0,"[0.514978132912433, 0.489345177418572]",3460717.2731761667,3576405.0099062696,4262253.546412187,-0.7360141160472005,mod
47623,"[[286, 259], [507, 761]]","[0.727112676056338, 0.6940104166666666]",4169.0,"[0.5248675253869288, 0.506354209830429]",1673974968.6717005,888375089.2808546,4537831340.300598,-0.3711682515019665,mod
3690,"[[337, 6], [395, 98]]","[0.6443661971830986, 0.059895833333333336]",232.0,"[0.48674972103467434, 0.4316340531895369]",4316314.681915717,3649341.186904872,7650050.429002421,-0.5684108716693834,mod
465,"[[356, 384], [400, 412]]","[0.6602112676056338, 0.5221354166666666]",177.0,"[0.4572984749455338, 0.5356997971602434]",166303.1419683465,261829.4637410734,143864.2811381021,0.6149839968048232,mod
435,"[[398, 169], [429, 205]]","[0.7235915492957746, 0.24479166666666666]",97.0,"[0.4112787356321839, 0.5001553277415346]",125401.70693038437,91811.6361182057,185394.9206542969,-0.6068312961114479,mod
514,"[[453, 120], [472, 195]]","[0.8186619718309859, 0.20182291666666666]",185.0,"[0.5997093023255814, 0.4634077927376581]",215963.62992407568,70425.42914352317,824594.5622355145,-0.26005931290374734,mod
3009,"[[523, 631], [561, 761]]","[0.9630281690140845, 0.9114583333333334]",366.0,"[0.6097604622031342, 0.5229223271660844]",4800065.686152068,1814551.729248312,16753002.047770372,-0.28559393831485486,mod
218,"[[0, 278], [31, 323]]","[0.014084507042253521, 0.3984375]",180.0,"[0.297847510373444, 0.6036442359732996]",79032.88798415494,47444.343582622525,232543.5718383789,-0.35339184180822997,inter
1188,"[[17, 413], [141, 472]]","[0.12147887323943662, 0.5729166666666666]",433.0,"[0.42062103505843074, 0.45246243739565944]",1934743.6451364444,4288022.256490528,1001396.2862413222,0.4333340956088362,inter
287,"[[30, 189], [45, 238]]","[0.06866197183098592, 0.2760416666666667]",125.0,"[0.5509581881533101, 0.4661324041811847]",63603.774326951294,25621.92347438496,185467.98369683162,-0.33609129085596046,inter
625,"[[36, 518], [98, 562]]","[0.125, 0.7018229166666666]",240.0,"[0.5477702191987907, 0.4596119929453263]",354963.1865234376,906243.59375,324338.8046976709,0.44208825148147946,inter
758,"[[41, 636], [125, 695]]","[0.13556338028169015, 0.8684895833333334]",318.0,"[0.4172291021671826, 0.5117105263157895]",864330.8432365027,1224451.2872693918,793428.5764838345,0.6632199568286676,inter
2333,"[[44, 73], [107, 173]]","[0.13380281690140844, 0.15234375]",457.0,"[0.5035557855217558, 0.44255938878446954]",3402652.428559641,3507102.241073202,6860113.538406372,-0.5565006541973504,inter
455,"[[52, 308], [79, 357]]","[0.11091549295774648, 0.4244791666666667]",157.0,"[0.38976499690785404, 0.36722943722943724]",96986.63148290785,65481.21180693313,238536.53080240922,-0.42116463004585325,inter
2739,"[[64, 138], [136, 234]]","[0.18485915492957747, 0.2421875]",444.0,"[0.5409714444348717, 0.48427672955974843]",4631466.541070645,5336828.130325067,7970771.526245117,-0.6468778042799642,inter
387,"[[84, 309], [120, 348]]","[0.1742957746478873, 0.4231770833333333]",167.0,"[0.41832530204623225, 0.39244186046511625]",73017.86677716034,118439.69329932051,130466.7019500728,-0.7443125777944347,inter
205,"[[92, 568], [113, 594]]","[0.17781690140845072, 0.7604166666666666]",84.0,"[0.39556541019955654, 0.607226738934056]",29231.493122799297,19162.031160112063,59922.01703559032,-0.4809783638362652,inter
1163,"[[238, 0], [295, 36]]","[0.4735915492957746, 0.022135416666666668]",253.0,"[0.5431255337318531, 0.44690377824451266]",653374.5913452721,1297014.952226118,423414.3576168469,0.49075253163124,mod
4532,"[[296, 219], [361, 306]]","[0.579225352112676, 0.3411458333333333]",251.0,"[0.49528270346893477, 0.4903664847949932]",5868936.689939112,5907388.815525193,10597106.384250341,-0.5953444708943536,mod
510,"[[324, 443], [341, 500]]","[0.5845070422535211, 0.6236979166666666]",125.0,"[0.44008714596949894, 0.6148073022312373]",137424.33881675475,35475.423824638005,710423.2489115398,-0.19335521680006165,mod
507,"[[326, 735], [402, 758]]","[0.6443661971830986, 0.9713541666666666]",441.0,"[0.4813523538355753, 0.4892493164305245]",516996.9360603725,2479475.927457341,230947.3868611668,0.21550893781131586,mod
2917,"[[344, 328], [407, 405]]","[0.6566901408450704, 0.4778645833333333]",219.0,"[0.4497878813849846, 0.5011471216476359]",3353261.6550556575,2868901.3904886325,5373660.047751535,-0.6066790481213031,mod
478,"[[379, 423], [397, 459]]","[0.6830985915492958, 0.5755208333333334]",93.0,"[0.4617925567055715, 0.5206943345018659]",76997.53040639675,40239.215135885795,209759.38247341596,-0.36872307701864493,mod
210,"[[416, 0], [447, 26]]","[0.7517605633802817, 0.014322916666666666]",158.0,"[0.3581845238095238, 0.3890652557319224]",18861.402091585984,32056.70487626463,35838.85037231449,-0.7354343776539284,mod
613,"[[421, 259], [453, 286]]","[0.7658450704225352, 0.3580729166666667]",129.0,"[0.4365020515102081, 0.5587275693311582]",135590.8639162449,153724.71200220688,173364.7579973009,-0.7492493140725061,mod
517,"[[442, 311], [467, 342]]","[0.7992957746478874, 0.42578125]",104.0,"[0.458041958041958, 0.5027200193423598]",98118.66999064707,81392.7695521721,157754.28144836426,-0.5998485264554585,mod
294350,"[[0, 1], [561, 761]]","[0.5440140845070423, 0.4205729166666667]",12618.0,"[0.38775900126570256, 0.6632304617055725]",15350220334.304415,9167288883.817314,38118920108.07314,-0.40735329761265354,mod
96252,"[[0, 193], [537, 761]]","[0.3538732394366197, 0.75390625]",11168.0,"[0.408095640390609, 0.6074671832397014]",9503577498.810934,8273190991.175557,17019650888.464813,-0.5697600017675608,mod
2162,"[[522, 531], [561, 600]]","[0.9577464788732394, 0.734375]",177.0,"[0.5431776133209991, 0.4780362098585965]",1564235.9740316889,1158476.789525886,2987845.7934570312,-0.5208333592786273,mod
696,"[[538, 701], [561, 761]]","[0.9753521126760564, 0.96484375]",152.0,"[0.6598419540229885, 0.6566563029960429]",373529.63006161974,175559.4510017859,1222805.1649169922,-0.30981687484497256,mod
1836,"[[0, 1], [43, 108]]","[0.03873239436619718, 0.06510416666666667]",382.0,"[0.5192363636363636, 0.4416395061728395]",2432599.9453950264,1204733.4537170203,5974627.155619282,-0.39764470468627033,let
1351,"[[0, 186], [69, 240]]","[0.05985915492957746, 0.2786458333333333]",222.0,"[0.48074442212118007, 0.5169100329722092]",1525162.049561693,1946929.967553559,1293652.8807440854,0.6799085118315084,let
714,"[[75, 110], [104, 154]]","[0.15669014084507044, 0.17708333333333334]",142.0,"[0.45919701213818864, 0.5778089013383132]",240225.06737822763,167751.1215346658,547012.2858072902,-0.4512801083355956,let
364,"[[100, 204], [119, 226]]","[0.19190140845070422, 0.2799479166666667]",78.0,"[0.4502747252747253, 0.47969421882465363]",35573.209626247066,38075.29908500294,55477.98531765416,-0.6654514150455324,let
839,"[[71, 2], [130, 54]]","[0.18661971830985916, 0.03125]",409.0,"[0.5865959119496856, 0.4123353506585974]",709683.8213028169,1262833.8290021792,557974.578125,0.554935846068455,let
726,"[[144, 2], [216, 64]]","[0.33274647887323944, 0.0390625]",448.0,"[0.5980065297379468, 0.41385936467903683]",912288.1755199175,1812867.7659225583,694885.8975219727,0.510532705212258,let
786,"[[210, 106], [257, 146]]","[0.4084507042253521, 0.16145833333333334]",180.0,"[0.4480491942324003, 0.4450754049525228]",388558.1348298121,479362.2285260856,347295.8963216144,0.7012302455293874,let
102788,"[[0, 1], [561, 674]]","[0.43485915492957744, 0.43359375]",11027.0,"[0.4221075335158204, 0.4706224624579633]",6859627286.663607,8333064687.364131,14141970496.493637,-0.5851354773780502,let
987,"[[194, 426], [226, 487]]","[0.36795774647887325, 0.59375]",164.0,"[0.44518129624512603, 0.4876131646893486]",464545.768540934,255772.85814756513,1048469.1435546875,-0.43222515140423795,mod
3633,"[[208, 345], [268, 426]]","[0.42077464788732394, 0.5026041666666666]",204.0,"[0.5051824577078059, 0.5011614401858304]",4605119.034436442,4142346.5759800524,7426468.136616921,-0.6141389673235145,mod
757,"[[252, 639], [305, 700]]","[0.4841549295774648, 0.8684895833333334]",275.0,"[0.43643254653617347, 0.44480193882667557]",593628.6553422095,562771.531851319,730130.0131903752,-0.7153783708584873,mod
794,"[[271, 85], [298, 125]]","[0.5, 0.13802083333333334]",103.0,"[0.4649154372076287, 0.5205197517970142]",228197.7109375,160390.5,438062.59946017695,-0.5121107198287226,mod
6107,"[[276, 294], [349, 443]]","[0.5528169014084507, 0.4609375]",670.0,"[0.5105168759171693, 0.4011011468014566]",13665686.754483968,10491577.566517167,30104486.616027832,-0.4741788636234551,mod
2999,"[[286, 180], [348, 251]]","[0.5598591549295775, 0.2799479166666667]",227.0,"[0.5057566137566137, 0.4909166666666666]",3627478.1876833923,3647654.693017259,4589128.878133162,-0.720873855413352,mod
288,"[[302, 447], [339, 479]]","[0.5651408450704225, 0.6028645833333334]",194.0,"[0.5535333661255943, 0.5335598980458793]",100720.64806842356,166370.86034826917,119333.88482157358,0.6707021502151775,mod
3756,"[[337, 0], [398, 100]]","[0.6443661971830986, 0.059895833333333336]",385.0,"[0.46671188164978167, 0.4509335033371931]",5085219.117856887,3839753.8515795376,9777070.233812105,-0.5211936813319942,mod
444,"[[398, 168], [431, 205]]","[0.7235915492957746, 0.24479166666666666]",105.0,"[0.3925745185966763, 0.5193533160254897]",137900.70200630865,97969.43780375917,212261.41314019114,-0.5889692562588607,mod
49991,"[[286, 212], [507, 761]]","[0.7253521126760564, 0.6901041666666666]",5075.0,"[0.5099499420530479, 0.5298110536499122]",2031221108.2038734,923274128.1360328,6181896540.181914,-0.3288824565994035,mod
